feedback_id,user_id,rating,feature_name,comments,session_id
F000385,U00309,3,Reporting,"Great overall, but the insights could be more actionable.",S001069
F000386,U00312,2,Reporting,"Mobile experience is fantastic, thanks!",S001076
F000387,U00312,1,Insights,Notifications feel noisy—maybe add batching?,S001077
F000388,U00313,4,Insights,Collaboration tools could integrate better with Slack.,S001078
F000389,U00313,5,Collaboration,"Great overall, but the insights could be more actionable.",S001079
F000390,U00313,2,Reporting,Collaboration tools could integrate better with Slack.,S001080
F000391,U00314,5,Integrations,Would love to see more customization options.,S001082
F000392,U00315,4,Dashboard,"Super intuitive flow, helped me finish tasks faster.",S001085
F000393,U00315,5,Notifications,Notifications feel noisy—maybe add batching?,S001088
F000394,U00316,2,Integrations,"Mobile experience is fantastic, thanks!",S001089
F000395,U00318,1,Notifications,Reporting export worked flawlessly for my client update.,S001098
F000396,U00318,5,Settings,"Super intuitive flow, helped me finish tasks faster.",S001100
F000397,U00318,1,Settings,"Great overall, but the insights could be more actionable.",S001102
F000398,U00319,2,Notifications,The new automation routine is a game changer.,S001103
F000399,U00320,1,Dashboard,Collaboration tools could integrate better with Slack.,S001106
F000400,U00320,1,Dashboard,"App crashed once while editing settings, but recovered quickly.",S001107
F000401,U00321,2,Automation,Ran into a few slowdowns during peak hours.,S001109
F000402,U00322,5,Integrations,Reporting export worked flawlessly for my client update.,S001113
F000403,U00322,3,Dashboard,Reporting export worked flawlessly for my client update.,S001114
F000404,U00322,3,Automation,Collaboration tools could integrate better with Slack.,S001117
F000405,U00323,4,Integrations,The new automation routine is a game changer.,S001124
F000406,U00325,3,Collaboration,Notifications feel noisy—maybe add batching?,S001126
F000407,U00325,1,Automation,Collaboration tools could integrate better with Slack.,S001127
F000408,U00331,4,Automation,"Mobile experience is fantastic, thanks!",S001148
F000409,U00331,2,Dashboard,"App crashed once while editing settings, but recovered quickly.",S001149
F000410,U00332,5,Automation,The new automation routine is a game changer.,S001152
F000411,U00332,4,Collaboration,Notifications feel noisy—maybe add batching?,S001153
F000412,U00332,4,Reporting,"Mobile experience is fantastic, thanks!",S001154
F000413,U00332,1,Automation,Reporting export worked flawlessly for my client update.,S001155
F000414,U00335,1,Dashboard,"App crashed once while editing settings, but recovered quickly.",S001162
F000415,U00335,2,Collaboration,"Great overall, but the insights could be more actionable.",S001163
F000416,U00336,4,Integrations,The new automation routine is a game changer.,S001164
F000417,U00337,5,Reporting,Notifications feel noisy—maybe add batching?,S001167
F000418,U00339,5,Dashboard,Would love to see more customization options.,S001172
F000419,U00340,3,Insights,Reporting export worked flawlessly for my client update.,S001174
F000420,U00341,2,Dashboard,Notifications feel noisy—maybe add batching?,S001175
F000421,U00341,2,Insights,Notifications feel noisy—maybe add batching?,S001177
F000422,U00341,2,Insights,Ran into a few slowdowns during peak hours.,S001178
F000423,U00344,1,Insights,Would love to see more customization options.,S001188
F000424,U00344,3,Dashboard,Notifications feel noisy—maybe add batching?,S001189
F000425,U00345,3,Notifications,"App crashed once while editing settings, but recovered quickly.",S001191
F000426,U00345,4,Settings,Ran into a few slowdowns during peak hours.,S001193
F000427,U00346,1,Reporting,"App crashed once while editing settings, but recovered quickly.",S001195
F000428,U00346,2,Reporting,Reporting export worked flawlessly for my client update.,S001196
F000429,U00346,1,Automation,Collaboration tools could integrate better with Slack.,S001197
F000430,U00348,1,Integrations,Notifications feel noisy—maybe add batching?,S001203
F000431,U00348,3,Reporting,The new automation routine is a game changer.,S001204
F000432,U00351,4,Collaboration,The new automation routine is a game changer.,S001211
F000433,U00352,1,Reporting,"App crashed once while editing settings, but recovered quickly.",S001215
F000434,U00353,4,Automation,Would love to see more customization options.,S001220
F000435,U00353,4,Dashboard,"Mobile experience is fantastic, thanks!",S001221
F000436,U00353,1,Integrations,Collaboration tools could integrate better with Slack.,S001222
F000437,U00353,5,Dashboard,Collaboration tools could integrate better with Slack.,S001223
F000438,U00354,4,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001225
F000439,U00354,5,Reporting,Would love to see more customization options.,S001227
F000440,U00355,3,Dashboard,Reporting export worked flawlessly for my client update.,S001230
F000441,U00357,4,Integrations,The new automation routine is a game changer.,S001235
F000442,U00357,2,Collaboration,Notifications feel noisy—maybe add batching?,S001237
F000443,U00359,3,Insights,Notifications feel noisy—maybe add batching?,S001243
F000444,U00360,3,Collaboration,Collaboration tools could integrate better with Slack.,S001245
F000445,U00360,1,Notifications,"Mobile experience is fantastic, thanks!",S001246
F000446,U00361,2,Insights,The new automation routine is a game changer.,S001247
F000447,U00361,4,Reporting,Reporting export worked flawlessly for my client update.,S001248
F000448,U00362,3,Automation,"Great overall, but the insights could be more actionable.",S001252
F000449,U00362,3,Automation,The new automation routine is a game changer.,S001253
F000450,U00363,5,Reporting,The new automation routine is a game changer.,S001258
F000451,U00364,1,Notifications,"Great overall, but the insights could be more actionable.",S001260
F000452,U00364,1,Reporting,"Super intuitive flow, helped me finish tasks faster.",S001262
F000453,U00365,4,Notifications,Collaboration tools could integrate better with Slack.,S001265
F000454,U00366,2,Insights,Collaboration tools could integrate better with Slack.,S001270
F000455,U00366,5,Insights,"Super intuitive flow, helped me finish tasks faster.",S001271
F000456,U00368,1,Collaboration,Collaboration tools could integrate better with Slack.,S001275
F000457,U00368,3,Integrations,The new automation routine is a game changer.,S001277
F000458,U00371,5,Insights,Reporting export worked flawlessly for my client update.,S001287
F000459,U00371,3,Reporting,"Super intuitive flow, helped me finish tasks faster.",S001289
F000460,U00371,2,Dashboard,Ran into a few slowdowns during peak hours.,S001290
F000461,U00373,4,Dashboard,The new automation routine is a game changer.,S001294
F000462,U00373,3,Dashboard,Ran into a few slowdowns during peak hours.,S001296
F000463,U00375,1,Automation,"Super intuitive flow, helped me finish tasks faster.",S001301
F000464,U00376,4,Integrations,Reporting export worked flawlessly for my client update.,S001304
F000465,U00376,1,Notifications,The new automation routine is a game changer.,S001305
F000466,U00377,1,Collaboration,"Mobile experience is fantastic, thanks!",S001308
F000467,U00377,3,Insights,The new automation routine is a game changer.,S001311
F000468,U00378,4,Dashboard,Would love to see more customization options.,S001312
F000469,U00379,1,Insights,The new automation routine is a game changer.,S001314
F000470,U00380,1,Collaboration,Would love to see more customization options.,S001318
F000471,U00381,1,Collaboration,"Mobile experience is fantastic, thanks!",S001324
F000472,U00382,4,Collaboration,Collaboration tools could integrate better with Slack.,S001327
F000473,U00384,1,Dashboard,Reporting export worked flawlessly for my client update.,S001334
F000474,U00385,3,Insights,"Super intuitive flow, helped me finish tasks faster.",S001335
F000475,U00386,3,Dashboard,"Mobile experience is fantastic, thanks!",S001340
F000476,U00386,2,Collaboration,"App crashed once while editing settings, but recovered quickly.",S001342
F000477,U00387,3,Insights,Would love to see more customization options.,S001343
F000478,U00387,3,Automation,Reporting export worked flawlessly for my client update.,S001346
F000479,U00387,3,Settings,"Great overall, but the insights could be more actionable.",S001347
F000480,U00389,4,Insights,"Great overall, but the insights could be more actionable.",S001350
F000481,U00389,4,Integrations,Would love to see more customization options.,S001351
F000482,U00389,4,Insights,"Mobile experience is fantastic, thanks!",S001352
F000483,U00390,3,Settings,Would love to see more customization options.,S001356
F000484,U00390,4,Settings,"App crashed once while editing settings, but recovered quickly.",S001357
F000485,U00392,5,Integrations,Notifications feel noisy—maybe add batching?,S001363
F000486,U00392,2,Collaboration,Notifications feel noisy—maybe add batching?,S001365
F000487,U00393,4,Settings,Ran into a few slowdowns during peak hours.,S001368
F000488,U00393,2,Dashboard,Notifications feel noisy—maybe add batching?,S001370
F000489,U00394,4,Settings,Would love to see more customization options.,S001372
F000490,U00394,1,Reporting,Ran into a few slowdowns during peak hours.,S001374
F000491,U00394,2,Insights,"Great overall, but the insights could be more actionable.",S001375
F000492,U00398,4,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001389
F000493,U00398,5,Collaboration,"App crashed once while editing settings, but recovered quickly.",S001390
F000494,U00399,2,Insights,Reporting export worked flawlessly for my client update.,S001393
F000495,U00399,2,Insights,Ran into a few slowdowns during peak hours.,S001395
F000496,U00400,3,Collaboration,Notifications feel noisy—maybe add batching?,S001397
F000497,U00400,3,Dashboard,Collaboration tools could integrate better with Slack.,S001398
F000498,U00402,4,Notifications,Ran into a few slowdowns during peak hours.,S001402
F000499,U00402,1,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001404
F000500,U00402,1,Integrations,"Great overall, but the insights could be more actionable.",S001405
F000501,U00407,5,Integrations,Notifications feel noisy—maybe add batching?,S001416
F000502,U00409,2,Insights,"App crashed once while editing settings, but recovered quickly.",S001420
F000503,U00409,3,Settings,Reporting export worked flawlessly for my client update.,S001421
F000504,U00411,1,Settings,Would love to see more customization options.,S001427
F000505,U00412,4,Collaboration,Would love to see more customization options.,S001434
F000506,U00412,4,Reporting,Reporting export worked flawlessly for my client update.,S001435
F000507,U00413,4,Insights,Collaboration tools could integrate better with Slack.,S001437
F000508,U00414,5,Insights,Would love to see more customization options.,S001440
F000509,U00416,1,Insights,The new automation routine is a game changer.,S001450
F000510,U00417,1,Settings,"App crashed once while editing settings, but recovered quickly.",S001452
F000511,U00417,2,Insights,Collaboration tools could integrate better with Slack.,S001453
F000512,U00417,2,Settings,Would love to see more customization options.,S001454
F000513,U00417,4,Reporting,Notifications feel noisy—maybe add batching?,S001456
F000514,U00418,5,Dashboard,The new automation routine is a game changer.,S001459
F000515,U00420,3,Automation,Reporting export worked flawlessly for my client update.,S001461
F000516,U00420,2,Reporting,Collaboration tools could integrate better with Slack.,S001463
F000517,U00420,5,Insights,Ran into a few slowdowns during peak hours.,S001466
F000518,U00422,2,Notifications,Ran into a few slowdowns during peak hours.,S001468
F000519,U00423,3,Insights,"Great overall, but the insights could be more actionable.",S001472
F000520,U00423,5,Insights,Notifications feel noisy—maybe add batching?,S001474
F000521,U00424,2,Collaboration,Collaboration tools could integrate better with Slack.,S001479
F000522,U00425,5,Settings,The new automation routine is a game changer.,S001481
F000523,U00425,3,Insights,The new automation routine is a game changer.,S001483
F000524,U00426,1,Reporting,Collaboration tools could integrate better with Slack.,S001486
F000525,U00426,1,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001487
F000526,U00429,3,Dashboard,"Mobile experience is fantastic, thanks!",S001501
F000527,U00431,1,Settings,Collaboration tools could integrate better with Slack.,S001509
F000528,U00432,2,Collaboration,"Great overall, but the insights could be more actionable.",S001511
F000529,U00433,4,Collaboration,Notifications feel noisy—maybe add batching?,S001516
F000530,U00434,2,Notifications,Ran into a few slowdowns during peak hours.,S001519
F000531,U00434,5,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001522
F000532,U00435,2,Settings,Reporting export worked flawlessly for my client update.,S001525
F000533,U00435,1,Insights,"Mobile experience is fantastic, thanks!",S001526
F000534,U00435,3,Automation,Notifications feel noisy—maybe add batching?,S001527
F000535,U00436,5,Automation,Ran into a few slowdowns during peak hours.,S001528
F000536,U00438,3,Collaboration,Reporting export worked flawlessly for my client update.,S001531
F000537,U00438,5,Automation,"App crashed once while editing settings, but recovered quickly.",S001532
F000538,U00439,5,Settings,Would love to see more customization options.,S001536
F000539,U00439,5,Automation,Would love to see more customization options.,S001539
F000540,U00439,3,Collaboration,"Great overall, but the insights could be more actionable.",S001540
F000541,U00441,2,Automation,Reporting export worked flawlessly for my client update.,S001545
F000542,U00443,1,Dashboard,The new automation routine is a game changer.,S001552
F000543,U00444,3,Automation,Ran into a few slowdowns during peak hours.,S001553
F000544,U00446,2,Collaboration,"App crashed once while editing settings, but recovered quickly.",S001556
F000545,U00448,2,Reporting,The new automation routine is a game changer.,S001562
F000546,U00448,4,Insights,"Great overall, but the insights could be more actionable.",S001563
F000547,U00448,1,Collaboration,"Great overall, but the insights could be more actionable.",S001564
F000548,U00450,3,Notifications,Notifications feel noisy—maybe add batching?,S001569
F000549,U00450,4,Notifications,"Mobile experience is fantastic, thanks!",S001570
F000550,U00451,2,Collaboration,Notifications feel noisy—maybe add batching?,S001572
F000551,U00451,2,Automation,The new automation routine is a game changer.,S001575
F000552,U00453,5,Settings,Collaboration tools could integrate better with Slack.,S001577
F000553,U00453,1,Settings,Reporting export worked flawlessly for my client update.,S001579
F000554,U00453,2,Notifications,Collaboration tools could integrate better with Slack.,S001581
F000555,U00454,4,Automation,The new automation routine is a game changer.,S001585
F000556,U00454,1,Reporting,Ran into a few slowdowns during peak hours.,S001586
F000557,U00457,4,Settings,Notifications feel noisy—maybe add batching?,S001598
F000558,U00457,3,Insights,"App crashed once while editing settings, but recovered quickly.",S001599
F000559,U00457,4,Insights,"Mobile experience is fantastic, thanks!",S001601
F000560,U00459,5,Reporting,Notifications feel noisy—maybe add batching?,S001603
F000561,U00459,5,Integrations,The new automation routine is a game changer.,S001604
F000562,U00461,1,Settings,Would love to see more customization options.,S001615
F000563,U00464,3,Integrations,Would love to see more customization options.,S001622
F000564,U00464,2,Automation,"App crashed once while editing settings, but recovered quickly.",S001623
F000565,U00464,4,Integrations,Reporting export worked flawlessly for my client update.,S001624
F000566,U00465,3,Insights,"Mobile experience is fantastic, thanks!",S001627
F000567,U00465,1,Settings,"App crashed once while editing settings, but recovered quickly.",S001630
F000568,U00466,2,Collaboration,Notifications feel noisy—maybe add batching?,S001632
F000569,U00468,3,Reporting,"Super intuitive flow, helped me finish tasks faster.",S001639
F000570,U00471,3,Automation,"Super intuitive flow, helped me finish tasks faster.",S001645
F000571,U00472,3,Notifications,"Mobile experience is fantastic, thanks!",S001646
F000572,U00474,1,Notifications,Reporting export worked flawlessly for my client update.,S001653
F000573,U00475,2,Reporting,"App crashed once while editing settings, but recovered quickly.",S001654
F000574,U00475,4,Automation,"Mobile experience is fantastic, thanks!",S001656
F000575,U00476,4,Collaboration,"Mobile experience is fantastic, thanks!",S001658
F000576,U00477,4,Collaboration,Reporting export worked flawlessly for my client update.,S001664
F000577,U00478,1,Dashboard,Would love to see more customization options.,S001666
F000578,U00479,5,Settings,"Great overall, but the insights could be more actionable.",S001668
F000579,U00479,5,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001669
F000580,U00484,2,Settings,The new automation routine is a game changer.,S001683
F000581,U00484,3,Collaboration,"Great overall, but the insights could be more actionable.",S001684
F000582,U00484,5,Settings,The new automation routine is a game changer.,S001685
F000583,U00485,5,Insights,Ran into a few slowdowns during peak hours.,S001686
F000584,U00485,3,Integrations,Collaboration tools could integrate better with Slack.,S001687
F000585,U00486,1,Integrations,The new automation routine is a game changer.,S001688
F000586,U00487,3,Integrations,"App crashed once while editing settings, but recovered quickly.",S001691
F000587,U00488,4,Notifications,Collaboration tools could integrate better with Slack.,S001693
F000588,U00488,4,Integrations,"Mobile experience is fantastic, thanks!",S001694
F000589,U00489,1,Integrations,"App crashed once while editing settings, but recovered quickly.",S001695
F000590,U00489,4,Reporting,"Great overall, but the insights could be more actionable.",S001696
F000591,U00489,3,Collaboration,Notifications feel noisy—maybe add batching?,S001697
F000592,U00489,3,Collaboration,"App crashed once while editing settings, but recovered quickly.",S001700
F000593,U00493,3,Notifications,"Super intuitive flow, helped me finish tasks faster.",S001710
F000594,U00494,5,Integrations,Reporting export worked flawlessly for my client update.,S001714
F000595,U00495,1,Insights,Reporting export worked flawlessly for my client update.,S001715
F000596,U00495,5,Dashboard,"Super intuitive flow, helped me finish tasks faster.",S001719
F000597,U00496,3,Dashboard,Collaboration tools could integrate better with Slack.,S001721
F000598,U00496,3,Automation,Reporting export worked flawlessly for my client update.,S001725
F000599,U00497,3,Settings,Reporting export worked flawlessly for my client update.,S001726
F000600,U00498,2,Collaboration,Ran into a few slowdowns during peak hours.,S001727
F000601,U00499,1,Dashboard,Notifications feel noisy—maybe add batching?,S001730
F000602,U00500,1,Collaboration,Notifications feel noisy—maybe add batching?,S001734
F000603,U00501,5,Settings,Reporting export worked flawlessly for my client update.,S001739
F000604,U00502,1,Reporting,"Mobile experience is fantastic, thanks!",S001741
F000605,U00503,4,Automation,Collaboration tools could integrate better with Slack.,S001742
F000606,U00504,3,Integrations,"App crashed once while editing settings, but recovered quickly.",S001744
F000607,U00504,4,Integrations,"Super intuitive flow, helped me finish tasks faster.",S001746
F000608,U00505,4,Settings,Collaboration tools could integrate better with Slack.,S001747
F000609,U00506,5,Dashboard,Reporting export worked flawlessly for my client update.,S001752
F000610,U00507,5,Reporting,"Super intuitive flow, helped me finish tasks faster.",S001755
F000611,U00508,2,Collaboration,The new automation routine is a game changer.,S001758
F000612,U00508,2,Notifications,"App crashed once while editing settings, but recovered quickly.",S001759
F000613,U00508,1,Reporting,Notifications feel noisy—maybe add batching?,S001761
F000614,U00509,1,Reporting,Would love to see more customization options.,S001767
F000615,U00510,1,Settings,Collaboration tools could integrate better with Slack.,S001768
F000616,U00510,4,Automation,"App crashed once while editing settings, but recovered quickly.",S001769
F000617,U00510,5,Insights,Notifications feel noisy—maybe add batching?,S001771
F000618,U00511,3,Integrations,Notifications feel noisy—maybe add batching?,S001774
F000619,U00512,3,Automation,Notifications feel noisy—maybe add batching?,S001777
F000620,U00512,2,Collaboration,"Mobile experience is fantastic, thanks!",S001778
F000621,U00512,3,Insights,"Mobile experience is fantastic, thanks!",S001780
F000622,U00514,4,Integrations,Notifications feel noisy—maybe add batching?,S001785
F000623,U00514,1,Collaboration,Reporting export worked flawlessly for my client update.,S001786
F000624,U00514,2,Dashboard,Ran into a few slowdowns during peak hours.,S001787
F000625,U00515,4,Reporting,"Mobile experience is fantastic, thanks!",S001790
F000626,U00515,5,Reporting,Ran into a few slowdowns during peak hours.,S001792
F000627,U00517,5,Dashboard,"Great overall, but the insights could be more actionable.",S001796
F000628,U00521,5,Notifications,The new automation routine is a game changer.,S001810
F000629,U00521,2,Automation,"Mobile experience is fantastic, thanks!",S001813
F000630,U00523,1,Collaboration,"Mobile experience is fantastic, thanks!",S001818
F000631,U00523,3,Settings,The new automation routine is a game changer.,S001819
F000632,U00524,5,Notifications,Notifications feel noisy—maybe add batching?,S001820
F000633,U00524,5,Reporting,"Great overall, but the insights could be more actionable.",S001822
F000634,U00526,1,Reporting,Ran into a few slowdowns during peak hours.,S001829
F000635,U00526,1,Insights,Notifications feel noisy—maybe add batching?,S001831
F000636,U00527,2,Insights,Reporting export worked flawlessly for my client update.,S001833
F000637,U00527,1,Insights,Reporting export worked flawlessly for my client update.,S001836
F000638,U00527,2,Dashboard,Notifications feel noisy—maybe add batching?,S001837
F000639,U00528,4,Integrations,"Mobile experience is fantastic, thanks!",S001838
F000640,U00528,1,Dashboard,"Great overall, but the insights could be more actionable.",S001839
F000641,U00529,4,Settings,Collaboration tools could integrate better with Slack.,S001845
F000642,U00529,3,Reporting,Notifications feel noisy—maybe add batching?,S001846
F000643,U00529,5,Notifications,"Great overall, but the insights could be more actionable.",S001847
F000644,U00530,5,Automation,Reporting export worked flawlessly for my client update.,S001849
F000645,U00530,4,Automation,Would love to see more customization options.,S001850
F000646,U00532,1,Settings,Collaboration tools could integrate better with Slack.,S001854
F000647,U00532,1,Notifications,Ran into a few slowdowns during peak hours.,S001856
F000648,U00532,1,Settings,"Mobile experience is fantastic, thanks!",S001858
F000649,U00532,5,Notifications,Ran into a few slowdowns during peak hours.,S001859
F000650,U00534,2,Automation,"App crashed once while editing settings, but recovered quickly.",S001870
F000651,U00535,1,Dashboard,Reporting export worked flawlessly for my client update.,S001873
F000652,U00536,3,Integrations,Ran into a few slowdowns during peak hours.,S001875
F000653,U00539,1,Dashboard,"App crashed once while editing settings, but recovered quickly.",S001880
F000654,U00540,3,Integrations,Ran into a few slowdowns during peak hours.,S001882
F000655,U00540,2,Integrations,Would love to see more customization options.,S001883
F000656,U00540,3,Insights,Notifications feel noisy—maybe add batching?,S001884
F000657,U00540,1,Reporting,"Mobile experience is fantastic, thanks!",S001885
F000658,U00542,2,Settings,"Super intuitive flow, helped me finish tasks faster.",S001888
F000659,U00542,5,Dashboard,Ran into a few slowdowns during peak hours.,S001890
F000660,U00544,4,Reporting,Notifications feel noisy—maybe add batching?,S001893
F000661,U00545,4,Reporting,"Super intuitive flow, helped me finish tasks faster.",S001895
F000662,U00546,1,Reporting,Collaboration tools could integrate better with Slack.,S001897
F000663,U00547,1,Settings,Reporting export worked flawlessly for my client update.,S001900
F000664,U00549,5,Integrations,"Mobile experience is fantastic, thanks!",S001904
F000665,U00551,2,Settings,"Super intuitive flow, helped me finish tasks faster.",S001913
F000666,U00552,2,Dashboard,Would love to see more customization options.,S001915
F000667,U00553,3,Integrations,"Great overall, but the insights could be more actionable.",S001920
F000668,U00554,4,Insights,"Great overall, but the insights could be more actionable.",S001921
F000669,U00554,1,Collaboration,Reporting export worked flawlessly for my client update.,S001923
F000670,U00554,3,Reporting,The new automation routine is a game changer.,S001924
F000671,U00555,5,Insights,Notifications feel noisy—maybe add batching?,S001928
F000672,U00556,3,Collaboration,Notifications feel noisy—maybe add batching?,S001931
F000673,U00558,1,Reporting,The new automation routine is a game changer.,S001938
F000674,U00558,4,Integrations,"Super intuitive flow, helped me finish tasks faster.",S001939
F000675,U00559,5,Settings,"Mobile experience is fantastic, thanks!",S001941
F000676,U00561,5,Notifications,Ran into a few slowdowns during peak hours.,S001948
F000677,U00561,5,Dashboard,Would love to see more customization options.,S001950
F000678,U00562,3,Collaboration,"Super intuitive flow, helped me finish tasks faster.",S001952
F000679,U00564,5,Automation,Collaboration tools could integrate better with Slack.,S001955
F000680,U00565,4,Automation,Reporting export worked flawlessly for my client update.,S001959
F000681,U00565,3,Automation,"Great overall, but the insights could be more actionable.",S001961
F000682,U00565,5,Integrations,Reporting export worked flawlessly for my client update.,S001962
F000683,U00566,2,Reporting,The new automation routine is a game changer.,S001963
F000684,U00566,4,Reporting,Reporting export worked flawlessly for my client update.,S001964
F000685,U00567,5,Integrations,Notifications feel noisy—maybe add batching?,S001968
F000686,U00568,1,Automation,"Mobile experience is fantastic, thanks!",S001971
F000687,U00569,1,Insights,"Great overall, but the insights could be more actionable.",S001976
F000688,U00570,3,Settings,Reporting export worked flawlessly for my client update.,S001979
F000689,U00570,3,Settings,Notifications feel noisy—maybe add batching?,S001981
F000690,U00573,1,Dashboard,"Great overall, but the insights could be more actionable.",S001986
F000691,U00575,1,Settings,The new automation routine is a game changer.,S001990
F000692,U00575,3,Integrations,Ran into a few slowdowns during peak hours.,S001992
F000693,U00576,3,Notifications,Ran into a few slowdowns during peak hours.,S001993
F000694,U00577,5,Notifications,"App crashed once while editing settings, but recovered quickly.",S001997
F000695,U00578,1,Insights,"Mobile experience is fantastic, thanks!",S002002
F000696,U00579,2,Collaboration,Notifications feel noisy—maybe add batching?,S002004
F000697,U00580,3,Collaboration,"App crashed once while editing settings, but recovered quickly.",S002006
F000698,U00582,3,Settings,"Super intuitive flow, helped me finish tasks faster.",S002014
F000699,U00582,5,Notifications,Collaboration tools could integrate better with Slack.,S002015
F000700,U00582,4,Integrations,Notifications feel noisy—maybe add batching?,S002016
F000701,U00583,3,Collaboration,Collaboration tools could integrate better with Slack.,S002022
F000702,U00584,5,Insights,Would love to see more customization options.,S002025
F000703,U00585,5,Reporting,Collaboration tools could integrate better with Slack.,S002027
F000704,U00586,1,Reporting,Reporting export worked flawlessly for my client update.,S002033
F000705,U00589,2,Settings,Ran into a few slowdowns during peak hours.,S002044
F000706,U00589,5,Reporting,Collaboration tools could integrate better with Slack.,S002046
F000707,U00590,4,Dashboard,"App crashed once while editing settings, but recovered quickly.",S002049
F000708,U00591,4,Reporting,Would love to see more customization options.,S002052
F000709,U00593,4,Reporting,Reporting export worked flawlessly for my client update.,S002058
F000710,U00593,5,Automation,Notifications feel noisy—maybe add batching?,S002059
F000711,U00593,3,Notifications,Reporting export worked flawlessly for my client update.,S002060
F000712,U00593,1,Settings,Notifications feel noisy—maybe add batching?,S002061
F000713,U00594,2,Reporting,"Great overall, but the insights could be more actionable.",S002063
F000714,U00594,1,Integrations,"Super intuitive flow, helped me finish tasks faster.",S002068
F000715,U00595,5,Automation,The new automation routine is a game changer.,S002070
F000716,U00595,4,Integrations,"App crashed once while editing settings, but recovered quickly.",S002072
F000717,U00596,4,Notifications,Ran into a few slowdowns during peak hours.,S002073
F000718,U00597,5,Dashboard,"App crashed once while editing settings, but recovered quickly.",S002076
F000719,U00598,1,Reporting,The new automation routine is a game changer.,S002079
F000720,U00598,1,Dashboard,Would love to see more customization options.,S002082
F000721,U00599,3,Automation,"App crashed once while editing settings, but recovered quickly.",S002083
F000722,U00599,3,Automation,The new automation routine is a game changer.,S002085
F000723,U00600,3,Integrations,"Mobile experience is fantastic, thanks!",S002091
